survid,TOTALWGT,var001,var002,var003,var004,var005,var006,var007,var008,var009,var010,var011,var012,var013,var014,var015,var016,var017,var018,var019,var020,var021,var022,var023,var024,var025,var026,var027,var028,var029,var030,var031,var032,var033,var034,var035,var036,var037,var038,var041,var048,var049,var050,var051,var052,var053,var054,var055,var056,var057,var059,var060,var061,var062,var063,var064,var069,var301,var302,var305,var310,var311
600063,1.53,5,1,1,2,2,1,2,3,3,2,2,2,2,,,,,4,1,1,3,1,4,2,88,3,39,2,5,15,12,6,1,1,2,7,1,20,2,1,1,2,2,2,2,1,1,1,,1,1,2,1,2,3,2,1,1,2,4,2
600064,0.53,4,1,2,1,1,3,2,2,2,2,2,2,2,,,,,88,1,2,1,3,88,,,4,49,1,4,19,12,6,,1,2,7,1,20,1,2,2,2,2,,2,6,2,1,,2,2,3,1,2,3,2,1,3,1,4,2
600065,0.46,6,1,2,2,2,2,2,2,2,2,4,4,1,2,6,6,3,3,2,2,3,1,2,2,88,4,57,1,2,33,12,6,1,1,2,7,1,17,1,2,1,2,2,,2,1,1,1,,2,2,4,1,2,3,1,2,4,3,4,2
600067,0.98,4,1,2,3,2,1,2,2,2,2,4,4,1,1,,,,10,1,1,2,1,88,,,3,34,1,2,7,12,6,1,5,1,9,2,12,1,1,2,2,2,,2,1,1,1,,2,1,1,3,2,3,2,1,2,3,5,2
600072,0.7,5,1,1,2,2,3,3,3,3,3,3,3,2,,,,,3,1,1,1,2,88,,,2,43,2,4,888,1,6,1,1,2,7,,20,2,1,2,2,2,,2,1,1,1,,1,2,2,1,2,3,2,2,2,3,3,2
600075,3.78,6,1,2,2,2,3,3,3,3,3,2,2,2,,,,,88,2,2,3,4,88,,,4,46,1,2,20,12,6,1,3,1,7,1,1,2,2,2,2,2,,2,1,1,1,,2,2,3,3,1,1,2,2,4,2,,2
600077,0.38,7,1,2,2,2,2,4,1,1,1,4,4,1,1,,,,25,1,1,1,1,25,1,88,4,33,1,2,1,9,6,1,,2,7,1,15,1,2,1,2,2,,2,1,1,1,,2,1,1,1,2,3,2,1,2,4,5,2
600080,0.53,4,1,2,2,3,3,3,2,2,2,2,3,1,2,3,18,4,2,1,2,1,1,5,2,88,1,44,1,2,16,12,6,3,6,2,7,3,20,1,1,1,2,2,,2,6,2,1,,2,2,2,1,2,3,1,1,2,1,1,
600082,0.93,4,1,2,3,2,3,4,2,2,2,3,4,1,2,4,12,,5,2,3,3,1,7,4,4,2,28,1,4,2,5,6,2,5,2,7,1,9,1,1,1,2,1,,1,2,1,1,,2,1,1,1,1,2,1,1,3,2,3,2
600083,1.38,3,1,1,2,2,1,2,3,3,3,3,4,2,,,,,88,1,1,2,2,4,2,88,3,44,2,4,23,12,6,1,1,2,7,1,20,2,1,1,2,2,,2,1,1,1,,1,2,2,1,2,3,2,1,1,2,2,2
600084,0.62,10,1,2,2,2,3,3,2,1,1,2,2,1,1,,,,6,1,1,2,1,25,1,88,3,58,1,3,34,12,6,1,1,2,7,1,8,1,1,1,2,2,,2,1,1,1,,2,2,4,1,1,2,2,1,2,3,4,2
600085,0.69,4,1,2,2,2,3,2,3,2,3,4,3,1,1,,,,5,1,1,2,2,3,3,1,3,35,1,3,13,12,6,1,1,2,7,1,18,2,1,1,2,1,,1,1,1,1,,2,1,2,1,2,3,2,2,2,1,3,2
600079,3.86,6,1,1,3,1,2,2,2,3,2,1,2,1,2,4,3,,5,1,2,1,1,20,6,10,2,34,2,3,22,12,6,1,5,1,7,1,6,2,1,1,1,1,1,1,1,1,1,,1,1,1,3,1,2,1,2,2,2,2,2
600086,0.48,3,1,2,1,2,1,1,3,3,3,2,3,2,,,,,88,1,2,1,3,1,1,88,4,50,1,3,28,12,6,1,1,2,7,1,20,2,2,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,1,1,1,5,1
600087,0.39,6,1,2,3,2,3,3,2,2,3,2,2,2,,,,,3,1,2,2,1,5,3,88,4,30,1,3,2,12,6,1,1,2,7,1,17,2,2,1,2,2,,2,1,1,1,,2,1,1,1,2,3,2,1,3,2,1,2
600088,1.63,10,1,1,1,2,2,2,2,3,3,3,3,2,,,,,2,1,1,2,2,20,4,10,4,49,2,1,22,12,6,1,2,2,7,1,15,2,2,1,1,1,,1,1,1,1,,1,2,3,1,2,3,2,1,2,3,2,2
600089,2.8,5,1,2,5,3,2,4,1,1,1,5,5,1,1,,,,17,1,2,2,2,1,1,88,3,19,1,2,17,9,2,,5,1,7,7,5,1,1,1,2,2,,2,4,1,1,,2,1,1,3,1,2,2,2,3,2,5,1
600090,1.09,6,1,2,5,4,4,4,1,2,1,4,5,1,2,18,14,25,30,1,3,1,1,88,,,1,44,1,2,4,12,6,3,5,2,7,2,1,1,1,2,2,2,,2,6,2,1,,2,2,2,1,1,1,1,3,5,1,,2
600091,0.53,4,1,2,1,1,2,1,2,2,2,2,4,1,2,23,14,4,10,1,3,2,1,28,4,25,2,45,1,4,23,12,6,1,1,2,7,2,20,1,1,1,1,1,,1,1,1,1,,2,2,3,1,2,3,1,1,1,2,4,1
600095,0.64,3,1,2,3,3,3,3,2,1,1,4,4,1,2,18,5,4,4,1,1,2,1,7,3,2,3,36,1,3,3,5,6,1,1,2,7,1,15,1,1,1,2,1,,1,1,1,1,,2,1,2,1,2,3,1,2,3,3,4,2
600096,0.76,10,1,2,2,1,2,3,2,2,2,4,4,1,1,,,,5,1,3,2,1,25,1,1,3,53,1,3,30,12,6,1,1,2,7,1,20,1,1,1,2,1,,1,1,1,1,,2,2,3,1,2,3,2,2,1,2,4,2
600097,1.38,3,1,1,5,3,2,3,1,1,1,3,3,1,1,,,,29,1,1,3,1,88,,,1,50,2,1,20,12,6,2,5,2,7,3,8,1,1,2,2,2,,2,2,1,1,,1,2,3,1,2,3,2,1,4,1,5,2
600098,0.7,5,1,1,3,2,4,4,1,2,2,2,3,1,2,4,8,9,5,1,2,1,3,2,1,88,2,43,2,2,14,12,6,1,5,2,7,1,14,1,1,1,2,2,,2,1,1,1,,1,2,2,1,2,3,1,2,5,2,4,2
600099,1.6,6,1,1,1,1,1,1,3,3,3,1,1,2,,,,,88,1,3,3,1,88,,,2,48,2,2,888,5,6,1,1,2,3,1,20,2,1,2,2,2,,2,1,1,1,,1,2,3,5,2,3,2,1,1,1,5,2
600100,0.37,5,1,2,1,2,3,4,2,3,3,3,2,1,2,10,5,5,5,1,2,3,2,88,,,1,62,1,1,23,12,6,1,5,2,7,1,12,2,1,2,2,2,,2,1,1,1,,2,2,4,1,2,3,1,2,1,2,3,2
600101,1.63,10,1,1,2,2,1,1,2,3,3,4,4,1,1,,,,2,1,3,2,1,15,2,88,2,60,2,1,18,12,6,1,2,2,7,2,20,2,1,1,1,2,,1,1,1,1,,1,2,4,1,2,3,2,1,1,2,5,2
600102,0.76,10,1,2,1,2,2,4,3,3,3,1,2,1,1,,,,2,1,1,1,1,7,2,88,2,44,1,4,5,12,6,1,1,2,7,1,20,2,1,1,2,2,,2,1,1,1,,2,2,2,1,2,3,2,1,1,1,2,1
600103,1,6,1,1,3,2,3,4,3,3,3,2,3,2,,,,,1,1,2,2,3,4,1,88,4,30,2,3,6,12,6,1,1,2,7,1,17,2,2,1,2,2,2,2,1,1,1,,1,1,1,1,2,3,2,2,3,2,3,2
600106,1.01,3,1,2,3,2,2,3,1,1,1,2,1,1,2,6,7,4,15,2,2,2,1,14,10,4,1,19,1,6,5,12,6,1,5,1,,2,4,1,1,1,1,1,,1,1,1,1,,2,1,1,3,1,1,1,2,3,4,4,1
600107,1.17,6,1,1,2,2,3,3,3,3,3,3,4,2,,,,,88,1,2,3,1,20,2,1,4,42,2,4,15,12,3,,1,2,7,1,20,2,2,1,1,1,,1,5,1,1,,1,2,2,1,2,3,2,2,3,1,5,1
600108,0.82,5,1,2,2,1,3,4,3,2,3,2,2,2,,,,,88,1,2,2,2,88,,,4,39,1,3,15,12,6,1,1,2,7,1,20,2,2,2,2,2,,2,1,1,1,,2,1,2,1,2,3,2,1,2,2,4,2
600109,1.17,6,1,1,1,2,3,2,3,3,3,2,4,2,,,,,88,1,2,2,1,88,,,2,41,2,3,13,12,3,,1,2,7,1,20,2,1,2,2,2,,2,5,1,1,,1,2,2,1,2,3,2,1,3,1,5,2
600110,0.38,7,1,2,4,3,1,2,1,2,2,4,5,1,2,4,23,14,20,1,3,2,1,3,2,1,2,27,1,3,5,12,6,1,5,2,7,2,11,1,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,1,2,4,1,3,2
600112,1.17,6,1,1,2,2,2,2,1,2,1,2,3,1,1,,,,20,2,2,3,1,28,2,2,3,50,2,5,26,12,5,1,1,2,7,1,20,1,1,1,1,1,,1,1,1,1,,1,2,3,1,2,3,2,1,4,4,5,1
600113,1.81,3,1,1,1,2,2,2,2,2,2,2,2,2,,,,,10,2,3,2,3,15,3,3,4,36,2,3,32,12,6,1,1,2,7,1,20,1,2,1,1,1,1,1,1,1,1,,1,1,2,1,2,3,2,2,1,2,3,2
600114,0.38,7,1,2,1,2,2,2,2,3,3,3,2,1,1,,,,15,1,2,1,1,20,2,4,1,37,1,2,2,12,6,1,1,2,7,2,19,2,1,1,2,1,,1,1,1,1,,2,1,2,1,2,3,2,1,1,2,4,2
600116,0.64,3,1,2,1,2,1,1,2,2,2,2,3,2,,,,,5,2,2,2,1,8,2,1,3,29,1,5,2,12,6,1,5,2,7,1,14,1,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,2,1,2,4,2
600117,0.34,10,1,1,4,3,4,4,3,2,2,3,2,2,,,,,7,1,2,2,1,20,3,8,4,35,2,2,4,12,6,1,6,1,7,1,20,2,2,1,1,1,1,1,1,1,1,,1,1,2,3,2,3,2,1,2,2,,2
600118,0.53,4,1,2,1,1,3,3,3,3,3,3,3,2,,,,,88,1,1,1,1,8,2,1,3,51,1,4,17,12,5,1,1,2,7,1,20,2,1,1,2,1,,1,1,1,1,,2,2,3,1,2,3,2,1,5,1,5,1
600119,1.55,5,1,2,1,1,3,2,3,3,3,3,3,2,,,,,88,1,2,2,2,7,3,88,2,46,1,2,20,12,6,1,1,1,9,1,20,2,1,1,2,2,,2,1,1,1,,2,2,3,3,2,3,2,1,1,2,3,2
600120,0.7,5,1,1,1,2,1,1,2,2,3,1,1,2,,,,,88,1,1,1,1,30,2,88,2,59,2,2,39,12,6,1,1,2,7,1,19,2,1,1,1,2,,1,1,1,1,,1,2,4,1,2,3,2,2,1,1,4,2
600122,0.7,5,1,1,2,2,1,1,3,3,3,4,5,2,,,,,88,2,1,2,2,22,1,1,4,44,2,4,44,12,6,1,1,2,7,1,20,2,2,1,2,1,,1,1,1,1,,1,2,2,1,2,3,2,1,1,1,5,2
600121,0.64,3,1,2,4,2,3,3,2,3,2,3,4,2,,,,,10,2,1,2,1,15,2,3,4,36,1,2,9,12,6,1,5,2,7,1,12,2,2,1,2,1,,1,1,1,1,,2,1,2,1,2,3,2,1,4,2,4,2
600123,1.17,6,1,1,2,2,4,3,2,3,3,3,2,1,1,,,,8,1,1,3,2,29,4,10,2,47,2,1,888,3,6,1,5,2,7,1,13,2,1,1,1,1,,1,1,1,1,,1,2,3,1,2,3,2,1,3,2,3,2
600128,0.39,6,1,2,4,2,4,4,1,2,2,3,5,2,,,,,10,1,3,2,1,5,2,1,2,33,1,2,2,12,6,1,1,2,7,1,16,1,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,4,2,4,2
600132,1.2,3,1,2,1,2,1,1,2,3,3,2,2,2,,,,,5,1,1,1,1,25,1,88,2,39,1,4,20,12,6,2,1,1,7,3,16,2,1,1,2,2,,2,2,1,1,,2,1,2,3,2,3,2,1,1,2,5,1
600133,0.82,5,1,2,3,2,2,3,2,2,2,2,3,2,,,,,2,2,1,3,1,6,3,88,4,37,1,2,12,12,6,1,2,2,7,1,20,1,2,1,2,2,,2,1,1,1,,2,1,2,1,2,3,2,2,4,1,5,2
600135,0.53,4,1,2,1,1,3,3,3,2,2,2,4,1,2,12,19,23,2,1,1,3,1,8,2,1,4,44,1,4,20,12,6,1,1,2,7,1,20,2,2,1,2,1,,1,1,1,1,,2,2,2,1,2,3,1,2,2,2,5,2
600138,0.18,10,1,2,3,2,3,3,3,3,3,1,2,1,1,,,,88,1,1,3,1,5,1,88,2,48,1,4,20,88,6,1,1,1,7,1,20,2,1,1,2,2,,2,1,1,1,,2,2,3,3,2,3,2,1,1,1,5,1
600139,0.53,4,1,2,1,1,2,2,3,3,3,2,2,1,1,,,,15,1,1,3,5,3,1,88,4,44,1,5,4,12,6,1,1,2,7,1,19,2,2,1,2,2,,2,1,1,1,,2,2,2,1,2,3,2,1,1,3,4,2
600140,0.46,6,1,2,2,1,1,1,3,3,3,2,2,2,,,,,88,1,1,1,1,30,4,30,2,42,1,4,18,12,6,1,1,2,7,1,13,2,1,1,1,1,,1,1,1,1,,2,2,2,1,2,3,2,1,1,1,4,2
600141,0.76,10,1,2,3,2,1,3,1,2,1,4,5,1,2,4,26,14,12,1,1,1,1,5,2,88,1,50,1,2,9,12,6,2,5,2,7,3,8,1,1,1,2,2,,2,2,1,1,,2,2,3,1,2,3,1,2,2,1,3,2
600142,1.65,4,1,1,2,2,3,3,2,3,3,4,4,2,,,,,5,1,1,2,2,13,4,6,4,43,2,4,3,12,6,1,1,2,7,1,19,2,2,1,1,1,,1,1,1,1,,1,2,2,1,2,3,2,1,2,2,5,2
600143,0.5,5,1,2,4,4,2,4,1,1,1,5,5,1,2,23,7,3,10,1,3,3,1,3,3,88,4,52,1,3,14,12,6,1,1,2,,2,18,1,2,1,2,2,,2,1,1,1,,2,2,3,,2,3,1,2,4,3,5,2
600144,0.46,6,1,2,2,2,2,2,2,3,3,3,2,2,,,,,88,1,3,1,1,1,2,88,3,52,1,4,37,12,6,2,1,2,7,3,20,2,1,1,2,2,,2,2,1,1,,2,2,3,1,2,3,2,2,2,2,4,2
600145,0.46,6,1,2,3,2,3,3,2,2,2,3,2,1,1,,,,2,1,2,3,3,2,2,88,4,43,1,4,6,12,3,,1,2,7,1,17,1,2,1,2,2,,2,5,1,1,,2,2,2,1,2,3,2,2,4,2,3,2
600146,0.39,6,1,2,4,3,3,3,1,1,1,2,3,1,1,,,,15,1,1,2,2,15,2,5,2,33,1,2,1,12,6,1,1,2,7,1,15,1,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,4,2,4,2
600147,2.28,4,1,1,3,3,1,3,2,1,1,5,4,1,1,,,,8,1,3,2,1,88,,,1,47,2,4,15,12,6,1,1,2,,1,9,1,1,2,2,2,,2,1,1,1,,1,2,3,,1,2,2,2,4,4,4,1
600148,0.73,6,1,1,2,1,1,1,3,3,3,2,5,2,,,,,1,1,2,1,1,22,2,2,1,67,2,2,25,12,6,1,1,2,7,1,20,2,1,1,1,1,,1,,1,1,,1,3,5,1,2,3,2,2,2,1,1,2
600149,1.38,3,1,1,2,2,2,2,3,3,3,2,2,2,,,,,88,1,1,1,2,88,,,3,54,2,2,11,12,6,1,6,2,7,2,20,2,1,2,2,2,,2,1,1,1,,1,2,3,1,2,3,2,1,2,2,1,2
600150,1.81,3,1,1,2,1,3,3,3,2,2,4,4,2,,,,,1,1,1,3,2,17,2,2,3,35,2,2,12,12,6,1,1,2,7,1,20,2,1,1,1,1,1,1,1,1,1,,1,1,2,1,2,3,2,1,1,1,4,2
600151,0.82,5,1,2,2,2,1,1,2,2,3,2,3,2,,,,,2,1,2,2,1,24,2,3,3,34,1,4,12,12,6,1,1,2,7,1,20,2,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,2,1,3,2
600125,0.37,5,1,2,1,2,2,2,3,2,3,2,1,2,,,,,5,1,2,2,1,25,3,4,3,49,1,4,13,12,6,1,1,2,7,2,20,2,1,1,1,1,,1,1,1,1,,2,2,3,1,2,3,2,2,1,2,2,2
600152,0.53,4,1,2,3,3,2,3,2,2,1,2,4,1,2,4,3,23,15,1,2,1,1,10,3,2,2,45,1,2,27,12,6,2,2,2,7,2,13,1,1,1,2,1,,1,2,1,1,,2,2,3,1,2,3,1,2,2,2,3,2
600153,0.67,5,1,2,2,2,2,2,2,2,3,1,2,1,1,,,,8,1,1,2,2,15,2,3,2,27,1,4,27,12,6,1,5,2,7,1,10,2,1,1,2,1,,1,1,1,1,,2,1,1,1,1,2,2,2,1,3,3,2
600154,1.76,5,1,2,4,3,3,4,2,1,1,2,2,1,2,4,11,,8,1,2,1,1,6,3,1,4,27,1,2,1,7,6,1,5,2,5,1,13,1,2,1,2,1,,1,1,1,1,,2,1,1,4,2,3,1,2,3,2,3,2
600155,1.5,6,1,2,3,3,2,1,2,2,2,3,2,2,,,,,2,1,1,2,1,1,2,88,4,33,1,5,25,12,6,1,1,1,7,2,6,1,2,1,2,2,,2,1,1,1,,2,1,1,3,1,2,2,3,3,2,5,2
600156,0.82,5,1,2,2,3,1,2,3,3,3,4,4,1,2,4,17,6,2,2,2,3,3,8,2,3,2,36,1,2,9,12,6,1,6,2,7,2,18,2,1,1,2,1,,1,1,1,1,,2,1,2,1,2,3,1,2,2,2,5,2
600157,3.08,4,1,1,3,2,2,2,2,1,1,1,2,1,1,,,,4,1,1,2,2,88,,,2,20,2,4,14,12,6,1,5,1,8,1,16,1,1,2,2,2,2,2,1,1,1,,1,1,1,3,2,3,2,2,2,1,3,2
600159,1.27,5,1,1,2,3,3,4,2,2,1,2,2,2,,,,,2,1,2,3,1,5,2,88,4,28,2,7,3,2,5,1,1,2,7,1,14,1,2,1,2,2,2,2,1,1,1,,1,1,1,1,1,2,2,2,4,2,4,2
600160,0.69,4,1,2,1,1,3,3,3,3,3,3,2,2,,,,,1,1,1,2,4,4,1,88,4,38,1,2,17,12,6,1,5,2,7,1,13,2,2,1,2,2,,2,1,1,1,,2,1,2,1,2,3,2,1,1,1,4,2
600162,0.39,6,1,2,1,2,1,1,3,2,2,2,4,1,1,,,,2,1,1,3,2,10,1,88,4,35,1,4,33,12,6,1,1,2,7,1,19,2,2,1,2,2,,2,1,1,1,,2,1,2,1,2,3,2,1,1,2,5,2
600163,0.69,4,1,2,3,3,3,4,3,3,3,4,4,2,,,,,4,1,1,1,1,1,5,1,4,36,1,4,888,5,2,,1,2,7,1,14,2,2,1,2,1,,1,4,1,1,,2,1,2,1,2,3,2,2,2,1,3,2
600166,1.69,5,1,2,1,2,2,2,3,3,3,2,3,2,,,,,88,1,1,3,3,,,,4,58,1,,35,12,6,1,1,1,7,1,18,2,2,,,,,,1,1,1,,2,2,4,3,,,2,2,1,1,3,2
600167,0.91,3,1,2,2,3,2,2,3,3,3,3,3,2,,,,,1,1,1,3,2,2,2,2,4,42,1,5,3,3,6,1,1,1,7,1,15,2,2,1,2,1,,1,1,1,1,,2,2,2,3,2,3,2,2,2,1,5,2
600168,0.37,5,1,2,2,2,1,4,3,3,3,2,3,2,,,,,88,1,3,3,2,88,,,4,58,2,2,18,12,6,1,5,2,7,2,18,2,2,2,2,2,,2,1,1,1,,2,2,4,1,2,3,2,2,1,1,3,2
600169,0.39,6,1,2,1,1,1,1,3,3,3,1,1,2,,,,,2,1,1,1,3,4,2,88,1,33,1,5,4,12,6,1,1,2,7,2,20,2,1,1,2,2,,2,1,1,1,,2,1,1,1,2,3,2,1,1,1,4,2
600170,0.65,9,1,2,3,1,3,4,3,2,2,3,3,1,1,,,,7,1,1,2,2,4,1,88,2,41,1,3,3,12,6,1,1,2,7,1,20,2,1,1,2,2,,2,1,1,1,,2,2,2,1,2,3,2,1,3,3,3,2
600171,0.69,4,1,2,1,2,3,3,2,2,2,2,4,2,,,,,88,1,1,1,2,7,2,88,4,35,1,4,2,12,6,1,1,2,7,1,20,1,2,1,2,2,,2,1,1,1,,2,1,2,1,2,3,2,1,2,1,4,2
600173,0.39,6,1,2,2,2,3,3,1,1,1,4,2,1,2,23,29,4,10,1,1,1,1,20,1,88,1,35,1,3,12,12,6,1,1,2,7,1,20,1,1,1,2,2,,2,1,1,1,,2,1,2,1,2,3,1,1,3,2,4,2
600174,0.07,11,1,2,4,3,3,3,3,3,3,3,3,2,,,,,88,1,3,3,3,88,,,4,42,1,5,10,12,6,1,5,2,7,1,13,2,2,2,2,2,,2,1,1,1,,2,2,2,1,2,3,2,2,3,3,4,2
600176,1.22,7,1,1,4,2,3,4,3,2,2,4,4,1,1,,,,2,1,2,3,1,28,3,2,2,56,2,4,4,12,6,,1,2,7,1,18,2,1,1,1,1,,1,6,2,1,,1,2,4,1,2,3,2,2,2,2,5,2
600177,0.48,3,1,2,3,2,2,2,3,3,3,3,3,2,,,,,1,1,1,1,3,8,2,88,2,63,1,2,10,12,6,1,1,2,7,1,20,2,1,1,2,2,,2,1,1,1,,2,2,4,1,2,3,2,1,1,1,3,2
600178,0.93,4,1,2,2,2,2,3,3,3,3,2,4,1,2,23,12,23,17,1,3,3,1,3,2,88,2,32,1,4,13,12,6,4,6,2,7,2,5,2,1,1,2,2,,2,7,1,1,,2,1,1,1,1,2,1,2,2,3,4,1
600179,1.65,4,1,1,2,2,2,2,3,3,3,3,3,2,,,,,2,1,1,2,2,5,2,88,4,43,2,5,12,12,6,1,1,2,7,1,20,2,2,1,2,2,,2,1,1,1,,1,2,2,1,2,3,2,1,2,2,4,1
600180,0.4,11,1,1,1,2,2,1,3,3,3,3,3,2,,,,,3,1,2,,2,5,1,88,4,78,2,2,50,12,6,1,1,2,7,1,20,2,2,1,2,2,,2,,1,1,,1,3,5,1,2,3,2,1,,1,4,2
600181,0.82,5,1,2,2,2,2,4,2,1,2,4,5,1,1,,,,3,1,1,2,1,27,3,4,3,36,1,3,4,12,6,1,1,2,7,1,18,1,1,1,1,1,,1,1,1,1,,2,1,2,1,2,3,2,1,3,2,4,2
600182,0.37,5,1,2,2,3,3,4,1,3,2,2,4,1,1,,,,10,1,2,3,1,20,2,88,1,63,1,2,28,12,6,1,2,2,7,1,13,1,1,1,2,2,,2,1,1,1,,2,2,4,1,2,3,2,2,4,2,5,2
600183,0.46,6,1,2,3,2,4,4,2,3,3,4,3,1,2,12,23,,5,1,1,1,2,8,2,88,4,52,1,4,10,12,6,1,1,2,7,1,18,2,2,1,2,2,,2,1,1,1,,2,2,3,1,2,3,1,2,4,4,4,1
600184,0.39,6,1,2,3,2,2,4,2,2,2,1,2,1,1,,,,8,1,1,1,2,1,2,88,1,35,1,3,1,12,6,1,2,2,7,1,16,1,1,1,2,2,,2,1,1,1,,2,1,2,1,2,3,2,2,2,2,4,2
600185,1,6,1,1,3,3,3,4,3,3,3,2,2,2,,,,,88,2,3,3,3,10,3,88,3,36,2,4,2,12,6,1,1,2,7,1,20,2,1,1,1,2,2,1,1,1,1,,1,1,2,1,2,3,2,2,4,2,4,2
600187,1.35,6,1,2,3,3,4,4,2,3,3,3,3,2,,,,,2,2,2,2,2,2,1,88,4,33,1,5,7,12,6,1,1,1,,1,14,2,2,1,2,2,,2,1,1,1,,2,1,1,3,2,3,2,2,5,4,4,2
600194,0.69,4,1,2,2,2,3,4,2,2,3,2,3,1,1,,,,25,1,1,1,1,8,3,2,2,28,1,1,1,1,6,1,5,2,7,2,11,2,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,1,2,4,5,2
600195,0.53,4,1,2,1,2,1,1,3,3,3,2,2,2,,,,,88,1,1,1,1,8,1,88,2,47,1,3,21,12,6,1,1,2,7,1,19,2,1,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,2,1,1,3,2
600197,0.82,5,1,2,4,2,3,3,3,2,2,4,3,1,2,7,7,18,3,1,1,1,1,8,2,2,3,26,1,2,888,8,6,1,5,2,7,1,12,2,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,1,2,2,1,4,2
600198,1.81,3,1,1,3,1,3,3,1,3,1,2,5,2,,,,,88,1,1,1,2,10,2,1,2,31,2,3,2,12,6,1,2,2,7,1,9,1,1,1,2,1,1,1,1,1,1,,1,1,1,1,2,3,2,1,3,1,2,2
600202,0.69,4,1,2,1,2,2,3,3,3,3,2,2,2,,,,,1,1,2,2,2,10,2,2,1,28,1,2,3,12,6,1,5,2,7,1,13,2,1,1,2,1,,1,1,1,1,,2,1,1,1,2,3,2,2,1,2,5,2
600203,0.46,6,1,2,1,2,3,3,2,2,2,2,2,1,1,,,,30,1,1,1,1,8,1,88,4,45,1,4,2,12,6,1,1,2,7,1,20,1,2,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,1,3,3,3,1
600204,2.35,4,1,1,2,2,2,2,2,3,3,2,2,2,,,,,1,1,2,2,1,3,2,88,3,57,2,3,55,12,6,1,1,1,3,2,20,2,1,1,2,2,,2,1,1,1,,1,2,4,3,2,3,2,1,4,1,4,2
600193,0.64,3,1,2,4,3,2,2,1,1,1,3,4,1,1,,,,20,1,2,1,1,88,,,4,33,1,3,7,1,6,1,2,2,7,2,13,1,2,2,2,2,,2,1,1,1,,2,1,1,1,2,3,2,3,4,1,4,1
600199,0.48,3,1,2,2,2,2,2,3,3,3,4,4,2,,,,,88,1,2,1,2,10,1,88,4,59,1,2,33,12,6,1,1,2,7,1,19,2,2,1,2,2,,2,1,1,1,,2,2,4,1,2,3,2,1,1,1,3,2
600205,0.53,4,1,2,1,2,1,2,3,3,3,2,2,1,2,27,18,23,20,1,1,1,1,20,2,4,1,53,1,4,17,12,6,1,4,2,7,2,12,2,1,1,2,1,,1,1,1,1,,2,2,3,1,2,3,1,1,2,2,5,1
600206,0.7,5,1,1,2,2,2,3,3,3,3,2,4,2,,,,,88,2,1,2,2,12,2,88,4,46,2,4,15,4,6,1,1,2,7,1,17,2,2,1,2,2,,2,1,1,1,,1,2,3,1,2,3,2,2,2,2,4,2
600208,0.53,4,1,2,2,2,3,3,2,2,2,2,3,2,,,,,1,1,1,2,2,3,3,88,4,49,1,3,19,12,6,1,1,2,7,1,16,1,2,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,2,2,2,4,2
600209,0.69,4,1,2,1,1,1,1,3,3,3,3,3,2,,,,,88,2,2,3,1,88,,,3,35,1,4,13,12,6,,1,2,7,1,20,2,1,2,2,2,,2,6,2,1,,2,1,2,1,2,3,2,1,1,1,,2
600210,2.16,4,1,1,3,2,2,3,2,3,3,3,4,2,,,,,1,1,1,1,3,15,1,88,1,38,2,4,3,12,6,1,1,2,7,1,20,2,1,1,2,2,2,2,1,1,1,,1,1,2,1,2,3,2,1,3,1,4,2
600211,0.18,8,1,2,1,1,2,2,2,2,2,1,2,1,1,,,,30,1,1,1,1,5,2,88,4,32,1,2,8,12,6,1,6,2,7,1,19,1,2,1,2,2,,2,1,1,1,,2,1,1,1,2,3,2,1,1,4,4,2
600212,0.62,3,1,2,1,2,2,3,2,2,2,3,4,2,,,,,3,1,2,3,1,20,3,3,1,38,1,2,17,12,6,1,6,2,7,1,99,1,1,1,1,1,,1,1,1,1,,2,1,2,1,,,2,1,2,2,5,2
600213,0.48,3,1,2,4,2,1,3,2,2,3,1,2,2,,,,,1,1,1,3,2,1,1,88,4,48,1,4,19,12,6,1,2,2,7,1,15,2,2,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,2,1,1,5,1
600214,1.17,6,1,1,3,2,2,3,3,3,3,2,2,2,,,,,88,1,2,2,2,6,4,88,3,58,2,2,23,12,6,1,1,2,7,1,20,2,1,1,2,2,,2,1,1,1,,1,2,4,1,2,3,2,2,3,2,3,2
600217,0.76,10,1,2,2,2,2,3,3,3,3,1,3,2,,,,,88,1,2,2,2,15,1,88,2,46,1,2,8,12,6,1,6,2,7,1,20,2,1,1,2,2,,2,1,1,1,,2,2,3,1,2,3,2,2,1,2,,2
